200,2,0
200,3,0
200,4,1
200,5,1
200,6,0
200,7,0
200,8,0
200,9,0
200,10,0
200,11,0
200,12,0
200,13,0
200,14,1
400,2,0
400,3,1
400,4,0
400,5,0
400,6,0
400,7,0
400,8,0
400,9,0
400,10,0
400,11,0
400,12,0
400,13,1
400,14,1
600,2,0
600,3,0
600,4,0
600,5,0
600,6,1
600,7,0
600,8,1
600,9,0
600,10,0
600,11,0
600,12,1
600,13,0
600,14,0
800,2,0
800,3,0
800,4,1
800,5,0
800,6,1
800,7,1
800,8,0
800,9,0
800,10,0
800,11,0
800,12,0
800,13,0
800,14,0
